,country,code,indicator,indicator_code,year,gdp 
8802,Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1993,11399942453.0
8803,Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,1993,
8804,Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1993,454101382.5
8805,High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1993,21740900000000.0
8806,"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1993,120354000000.0
8807,Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1993,4926728933.0
8808,Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,1993,132991000000.0
8809,Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,1993,
8810,Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1993,1878248741.0
8811,Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,1993,40124916945.0
8812,IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,1993,3980760000000.0
8813,IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,1993,4299640000000.0
8814,IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,1993,320240000000.0
8815,IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1993,131254000000.0
8816,Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1993,158007000000.0
8817,IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1993,188762000000.0
8818,Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,1993,
8819,India,IND,GDP (current US$),NY.GDP.MKTP.CD,1993,279296000000.0
8820,Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,1993,
8821,Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1993,52480251773.0
8822,"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1993,63743623232.0
8823,Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1993,
8824,Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1993,6227928906.0
8825,Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1993,75985901276.0
8826,Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1993,1064960000000.0
8827,Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1993,5405097571.0
8828,Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1993,5685784384.0
8829,Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1993,4454140000000.0
8830,Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,1993,23409027476.0
8831,Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1993,5751789915.0
8832,Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,1993,2028295455.0
8833,Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1993,2533727592.0
8834,Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,1993,46919624.64
8835,St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1993,263754666.7
8836,"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1993,392666000000.0
8837,Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1993,23941391391.0
8838,Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1993,1448540000000.0
8839,Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,1993,1327748655.0
8840,Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,1993,7941744492.0
8841,Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,1993,
8842,Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,1993,30657030223.0
8843,St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1993,684814814.8
8844,Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,1993,1576880000000.0
8845,Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1993,149152000000.0
8846,Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,1993,96685314333.0
8847,Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1993,1673104494.0
8848,Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1993,10338679636.0
8849,Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1993,812248000000.0
8850,Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,1993,4105140000000.0
8851,Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1993,835592802.3
8852,Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1993,2168860000000.0
8853,Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,1993,
8854,Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1993,16486900187.0
8855,Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,1993,
8856,"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,1993,5625533410.0
8857,St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,1993,
8858,Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1993,31655473664.0
8859,Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1993,2574440023.0
8860,Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,1993,
8861,Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1993,4063298919.0
8862,Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,1993,322326642.3
8863,Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,1993,608089000000.0
8864,Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1993,500736000000.0
8865,Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,1993,99461000.0
8866,Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,1993,4011280000000.0
8867,North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,1993,2682456897.0
8868,Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1993,2818280876.0
8869,Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,1993,2709178327.0
8870,Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1993,
8871,Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1993,292060000000.0
8872,Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,1993,
8873,Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1993,768401634.2
8874,Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,1993,
8875,Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,1993,2738413379.0
8876,Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1993,1847350612.0
8877,Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,1993,3263368410.0
8878,Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1993,2070636936.0
8879,Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1993,66894837030.0
8880,North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1993,7437550000000.0
8881,Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,1993,3218475900.0
8882,New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1993,3070161471.0
8883,Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1993,2225270608.0
8884,Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1993,27752204320.0
8885,Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1993,1756454248.0
8886,Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1993,353550000000.0
8887,Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1993,120579000000.0
8888,Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1993,3660041667.0
8889,Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,1993,
8890,New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1993,46775620817.0
8891,OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1993,21659200000000.0
8892,Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1993,12493107932.0
8893,Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,1993,58495845577.0
8894,Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1993,51809949334.0
8895,Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1993,8782585400.0
8896,Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1993,34832077221.0
8897,Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1993,54368083953.0
8898,Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,1993,
8899,Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1993,4974550286.0
8900,Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,1993,96045645026.0
8901,Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1993,156656000000.0
8902,Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1993,36922456000.0
8903,"Korea, Dem. People’s Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,1993,
8904,Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1993,95009751901.0
8905,Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1993,7249533620.0
8906,West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,1993,
8907,Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,1993,3009657013.0
8908,Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1993,20933400000000.0
8909,French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1993,3694600400.0
8910,Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1993,7156593654.0
8911,Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1993,26362894737.0
8912,Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1993,435084000000.0
8913,Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1993,1971525999.0
8914,South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1993,381109000000.0
8915,Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1993,132968000000.0
8916,Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1993,8881785938.0
8917,Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1993,7189226453.0
8918,Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1993,60603478153.0
8919,Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1993,410923236.2
8920,Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1993,768812334.8
8921,El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1993,6680269200.0
8922,San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1993,
8923,Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1993,
8924,Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,1993,
8925,Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1993,313558000000.0
8926,South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,1993,
8927,Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1993,317306000000.0
8928,Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,1993,80393122063.0
8929,Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,1993,
8930,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1993,428764705.9
8931,Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,1993,16520676622.0
8932,Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,1993,13258920423.0
8933,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1993,212953000000.0
8934,Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1993,1357206996.0
8935,Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,1993,
8936,Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1993,473916819.5
8937,Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1993,13695962019.0
8938,Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,1993,
8939,Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1993,1463251055.0
8940,East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1993,883339000000.0
8941,Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,1993,931157000000.0
8942,Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1993,1233496846.0
8943,Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1993,128889000000.0
8944,Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,1993,1646693642.0
8945,Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,1993,3179225949.0
8946,Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1993,1504730000000.0
8947,Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,1993,
8948,Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1993,289253000000.0
8949,Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,1993,138489884.4
8950,South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,1993,381109000000.0
8951,Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1993,317306000000.0
8952,Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1993,4669488516.0
8953,Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1993,14608946896.0
8954,Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,1993,180170000000.0
8955,Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,1993,9630762.954
8956,Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,1993,4257702197.0
8957,Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1993,3220439044.0
8958,Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1993,65648559903.0
8959,Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1993,3199150000000.0
8960,Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1993,15002106518.0
8961,United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1993,6858560000000.0
8962,Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,1993,13099013836.0
8963,St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1993,286307814.8
8964,"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1993,60065011013.0
8965,British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,1993,
8966,Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,1993,
8967,Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1993,13180953598.0
8968,Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,1993,188080374.4
8969,World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1993,25857900000000.0
8970,Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,1993,133122897.2
8971,Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,1993,
8972,"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,1993,5368270615.0
8973,South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1993,134308000000.0
8974,Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1993,3273237853.0
8975,Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1993,6563813300.0
8976,Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1994,1245688268.0
8977,Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1994,
8978,Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1994,4438321017.0
8979,Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1994,1880951520.0
8980,Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1994,1017549124.0
8981,Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1994,488405000000.0
8982,United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1994,59305093980.0
8983,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1994,257440000000.0
8984,Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1994,1315158670.0
8985,American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,1994,
8986,Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1994,589429592.6
8987,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1994,322212000000.0
8988,Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1994,203535000000.0
8989,Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,1994,3313939554.0
8990,Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1994,925030590.2
8991,Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1994,244884000000.0
8992,Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1994,1598075932.0
8993,Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1994,1895290965.0
8994,Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1994,33768660883.0
8995,Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,1994,9697416974.0
8996,Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,1994,5567553457.0
8997,"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1994,3259000000.0
8998,Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,1994,1255802469.0
8999,Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,1994,14932024169.0
9000,Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1994,580863700.0
9001,Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1994,1867160064.0
9002,Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1994,5981244887.0
9003,Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1994,558112000000.0
9004,Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1994,2151344901.0
9005,Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1994,4087337960.0
9006,Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1994,270801565.2
9007,Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1994,4259330999.0
9008,Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1994,851174350.6
9009,Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1994,578139000000.0
9010,Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1994,309014000000.0
9011,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1994,292647000000.0
9012,Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,1994,
9013,Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1994,57008425296.0
9014,China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1994,564325000000.0
9015,Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1994,8313557450.0
9016,Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1994,10600157684.0
9017,"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1994,5820382248.0
9018,"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1994,1769365425.0
9019,Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1994,81703500846.0
9020,Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1994,319189200.4
9021,Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1994,406580652.3
9022,Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1994,10432619325.0
9023,Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1994,19981133734.0
9024,Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1994,28448326757.0
9025,Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,1994,
9026,Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,1994,
9027,Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1994,7425703929.0
9028,Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,1994,47554674591.0
9029,Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1994,2205070000000.0
9030,Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,1994,491689220.7
9031,Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,1994,264375666.7
9032,Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1994,156162000000.0
9033,Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1994,14664237667.0
9034,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1994,42542571306.0
9035,East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1994,1064780000000.0
9036,Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1994,2429060000000.0
9037,East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1994,7308950000000.0
9038,Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1994,676998000000.0
9039,Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,1994,9402410000000.0
9040,Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1994,22708673337.0
9041,"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1994,51897983393.0
9042,Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1994,6513040000000.0
9043,Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,1994,531688311.7
9044,Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1994,530563000000.0
9045,Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1994,4116735207.0
9046,Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1994,6927950565.0
9047,European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1994,7158830000000.0
9048,Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1994,240141000000.0
9049,Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1994,103300000000.0
9050,Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1994,1825285158.0
9051,France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1994,1393980000000.0
9052,Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1994,
9053,"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,1994,202500000.0
9054,Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1994,4190819314.0
9055,United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1994,1140490000000.0
9056,Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,1994,2513870587.0
9057,Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1994,5444560669.0
9058,Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,1994,
9059,Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,1994,3383218923.0
9060,"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1994,746491692.6
9061,Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1994,235620043.5
9062,Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1994,100807001.8
9063,Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1994,116602000000.0
9064,Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1994,325111814.8
9065,Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1994,1005879948.0
9066,Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1994,12983235568.0
9067,Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,1994,
9068,Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1994,540874934.2
9069,High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1994,23315800000000.0
9070,"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1994,135812000000.0
9071,Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1994,4642280682.0
9072,Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,1994,117458000000.0
9073,Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,1994,
9074,Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1994,2167564195.0
9075,Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,1994,43166678731.0
9076,IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,1994,4352210000000.0
9077,IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,1994,4662070000000.0
9078,IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,1994,309810000000.0
9079,IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1994,135002000000.0
9080,Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1994,176892000000.0
9081,IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1994,173831000000.0
9082,Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,1994,
9083,India,IND,GDP (current US$),NY.GDP.MKTP.CD,1994,327276000000.0
9084,Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,1994,
9085,Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1994,57166035571.0
9086,"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1994,71841461173.0
9087,Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1994,
9088,Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1994,6399064571.0
9089,Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1994,86342656604.0
9090,Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1994,1099220000000.0
9091,Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1994,5419134875.0
9092,Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1994,6326420495.0
9093,Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1994,4907040000000.0
9094,Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,1994,21250839258.0
9095,Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1994,7148145376.0
9096,Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,1994,1681006993.0
9097,Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1994,2791435272.0
9098,Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,1994,54832577.86
9099,St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1994,295157666.7
9100,"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1994,463617000000.0
9101,Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1994,24848483838.0
9102,Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1994,1658550000000.0
9103,Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,1994,1543606345.0
